                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.961229 +- 1.305053 (0.292763%)  |          Lambda: 1.955504 +- 1.305216 (0.000000%)  |      Lambda: -3.559134 +- 0.979173 (-282.005969%)  | 
         Radius: 3.085517 +- 0.820410 (0.197764%)  |          Radius: 3.079427 +- 0.828964 (0.000000%)  |       Radius: 11.999999 +- 7.985868 (289.682853%)  | 
           Ref0: 0.371099 +- 0.215489 (0.742199%)  |            Ref0: 0.368365 +- 0.222876 (0.000000%)  |           Ref0: 0.460533 +- 0.256051 (25.020835%)  | 
           Imf0: 0.417634 +- 0.164420 (0.357808%)  |            Imf0: 0.416145 +- 0.170187 (0.000000%)  |           Imf0: 0.415137 +- 0.145336 (-0.242223%)  | 
           d0: -5.377366 +- 2.901951 (-0.541390%)  |            d0: -5.406637 +- 3.032225 (-0.000000%)  |           d0: -4.793098 +- 2.489866 (-11.347886%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.166341 +- 0.445770 (0.727774%)  |          Lambda: 1.157914 +- 0.445022 (0.000000%)  |        Lambda: 2.768774 +- 0.688981 (139.117413%)  | 
         Radius: 3.085517 +- 0.820410 (0.197764%)  |          Radius: 3.079427 +- 0.828964 (0.000000%)  |       Radius: 11.999999 +- 7.985868 (289.682853%)  | 
           Ref0: 0.371099 +- 0.215489 (0.742199%)  |            Ref0: 0.368365 +- 0.222876 (0.000000%)  |           Ref0: 0.460533 +- 0.256051 (25.020835%)  | 
           Imf0: 0.417634 +- 0.164420 (0.357808%)  |            Imf0: 0.416145 +- 0.170187 (0.000000%)  |           Imf0: 0.415137 +- 0.145336 (-0.242223%)  | 
           d0: -5.377366 +- 2.901951 (-0.541390%)  |            d0: -5.406637 +- 3.032225 (-0.000000%)  |           d0: -4.793098 +- 2.489866 (-11.347886%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 293.213  NDF = 288  Chi2/NDF = 1.018 |        Chi2 = 292.436  NDF = 288  Chi2/NDF = 1.015 |        Chi2 = 314.441  NDF = 288  Chi2/NDF = 1.092 | 
                                                   |                                                    |                                                    | 
