                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.307991 +- 1.236259 (0.033192%)  |          Lambda: 1.307557 +- 1.230682 (0.000000%)  |          Lambda: 1.314068 +- 1.347634 (0.497952%)  | 
         Radius: 2.136568 +- 0.587292 (0.123809%)  |          Radius: 2.133926 +- 0.581468 (0.000000%)  |          Radius: 2.141612 +- 0.596204 (0.360181%)  | 
           Ref0: 0.186427 +- 0.143079 (1.154645%)  |            Ref0: 0.184299 +- 0.148337 (0.000000%)  |            Ref0: 0.186415 +- 0.145547 (1.148134%)  | 
           Imf0: 0.376903 +- 0.207896 (0.486565%)  |            Imf0: 0.375078 +- 0.217117 (0.000000%)  |           Imf0: 0.374938 +- 0.229151 (-0.037326%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.946603 +- 0.549174 (0.577153%)  |          Lambda: 0.941171 +- 0.546443 (0.000000%)  |          Lambda: 0.945400 +- 0.594583 (0.449334%)  | 
         Radius: 2.136568 +- 0.587292 (0.123809%)  |          Radius: 2.133926 +- 0.581468 (0.000000%)  |          Radius: 2.141612 +- 0.596204 (0.360181%)  | 
           Ref0: 0.186427 +- 0.143079 (1.154645%)  |            Ref0: 0.184299 +- 0.148337 (0.000000%)  |            Ref0: 0.186415 +- 0.145547 (1.148134%)  | 
           Imf0: 0.376903 +- 0.207896 (0.486565%)  |            Imf0: 0.375078 +- 0.217117 (0.000000%)  |           Imf0: 0.374938 +- 0.229151 (-0.037326%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 298.942  NDF = 289  Chi2/NDF = 1.034 |        Chi2 = 298.045  NDF = 289  Chi2/NDF = 1.031 |        Chi2 = 300.475  NDF = 289  Chi2/NDF = 1.040 | 
                                                   |                                                    |                                                    | 
