                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.427176 +- 0.374438 (2.738393%)  |          Lambda: 1.389136 +- 0.367650 (0.000000%)  |         Lambda: 1.369349 +- 0.372217 (-1.424411%)  | 
         Radius: 3.168887 +- 0.438428 (0.272000%)  |          Radius: 3.160291 +- 0.441405 (0.000000%)  |         Radius: 3.155932 +- 0.452875 (-0.137930%)  | 
         Ref0: -0.915087 +- 0.142819 (-3.408358%)  |          Ref0: -0.947377 +- 0.149393 (-0.000000%)  |           Ref0: -0.961467 +- 0.154470 (1.487264%)  | 
          Imf0: 0.502567 +- 0.274521 (-1.102195%)  |            Imf0: 0.508168 +- 0.288477 (0.000000%)  |            Imf0: 0.518348 +- 0.302261 (2.003275%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.320633 +- 0.351727 (2.390367%)  |          Lambda: 1.289802 +- 0.345956 (0.000000%)  |         Lambda: 1.258394 +- 0.346331 (-2.435102%)  | 
         Radius: 3.168887 +- 0.438428 (0.272000%)  |          Radius: 3.160291 +- 0.441405 (0.000000%)  |         Radius: 3.155932 +- 0.452875 (-0.137930%)  | 
         Ref0: -0.915087 +- 0.142819 (-3.408358%)  |          Ref0: -0.947377 +- 0.149393 (-0.000000%)  |           Ref0: -0.961467 +- 0.154470 (1.487264%)  | 
          Imf0: 0.502567 +- 0.274521 (-1.102195%)  |            Imf0: 0.508168 +- 0.288477 (0.000000%)  |            Imf0: 0.518348 +- 0.302261 (2.003275%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 405.545  NDF = 337  Chi2/NDF = 1.203 |        Chi2 = 412.115  NDF = 337  Chi2/NDF = 1.223 |        Chi2 = 414.240  NDF = 337  Chi2/NDF = 1.229 | 
                                                   |                                                    |                                                    | 
