                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.080620 +- 0.309170 (2.238979%)  |          Lambda: 1.056955 +- 0.304263 (0.000000%)  |         Lambda: 1.056675 +- 0.310400 (-0.026491%)  | 
         Radius: 3.561977 +- 0.500144 (1.854146%)  |          Radius: 3.497135 +- 0.497539 (0.000000%)  |         Radius: 3.483734 +- 0.521387 (-0.383199%)  | 
         Ref0: -1.576552 +- 0.325315 (-2.012576%)  |          Ref0: -1.608933 +- 0.381064 (-0.000000%)  |          Ref0: -1.603527 +- 0.375465 (-0.335999%)  | 
          Imf0: 0.702888 +- 0.374219 (-1.306666%)  |            Imf0: 0.712194 +- 0.408122 (0.000000%)  |            Imf0: 0.738460 +- 0.447684 (3.688040%)  | 
            d0: 1.404651 +- 0.787553 (18.196024%)  |              d0: 1.188408 +- 0.834216 (0.000000%)  |             d0: 1.076339 +- 0.826609 (-9.430179%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.011644 +- 0.289727 (2.215998%)  |          Lambda: 0.989712 +- 0.285046 (0.000000%)  |         Lambda: 0.981300 +- 0.287192 (-0.849944%)  | 
         Radius: 3.561977 +- 0.500144 (1.854146%)  |          Radius: 3.497135 +- 0.497539 (0.000000%)  |         Radius: 3.483734 +- 0.521387 (-0.383199%)  | 
         Ref0: -1.576552 +- 0.325315 (-2.012576%)  |          Ref0: -1.608933 +- 0.381064 (-0.000000%)  |          Ref0: -1.603527 +- 0.375465 (-0.335999%)  | 
          Imf0: 0.702888 +- 0.374219 (-1.306666%)  |            Imf0: 0.712194 +- 0.408122 (0.000000%)  |            Imf0: 0.738460 +- 0.447684 (3.688040%)  | 
            d0: 1.404651 +- 0.787553 (18.196024%)  |              d0: 1.188408 +- 0.834216 (0.000000%)  |             d0: 1.076339 +- 0.826609 (-9.430179%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 422.634  NDF = 336  Chi2/NDF = 1.258 |        Chi2 = 438.570  NDF = 336  Chi2/NDF = 1.305 |        Chi2 = 438.724  NDF = 336  Chi2/NDF = 1.306 | 
                                                   |                                                    |                                                    | 
