                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 0.816545 +- 0.187808 (2.943012%)  |          Lambda: 0.793201 +- 0.190188 (0.000000%)  |         Lambda: 0.769625 +- 0.184157 (-2.972260%)  | 
         Radius: 3.363493 +- 0.370938 (1.026153%)  |          Radius: 3.329329 +- 0.387128 (0.000000%)  |         Radius: 3.281928 +- 0.372027 (-1.423740%)  | 
         Ref0: -0.867397 +- 0.158718 (-5.784283%)  |          Ref0: -0.920650 +- 0.173786 (-0.000000%)  |           Ref0: -0.938782 +- 0.175988 (1.969478%)  | 
           Imf0: 0.633736 +- 0.150414 (1.684592%)  |            Imf0: 0.623237 +- 0.172413 (0.000000%)  |           Imf0: 0.609908 +- 0.162872 (-2.138673%)  | 
            d0: 0.664862 +- 0.498791 (17.108631%)  |              d0: 0.567731 +- 0.548114 (0.000000%)  |            d0: 0.490037 +- 0.611444 (-13.685002%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.816545 +- 0.187808 (2.943012%)  |          Lambda: 0.793201 +- 0.190188 (0.000000%)  |         Lambda: 0.769625 +- 0.184157 (-2.972260%)  | 
         Radius: 3.363493 +- 0.370938 (1.026153%)  |          Radius: 3.329329 +- 0.387128 (0.000000%)  |         Radius: 3.281928 +- 0.372027 (-1.423740%)  | 
         Ref0: -0.867397 +- 0.158718 (-5.784283%)  |          Ref0: -0.920650 +- 0.173786 (-0.000000%)  |           Ref0: -0.938782 +- 0.175988 (1.969478%)  | 
           Imf0: 0.633736 +- 0.150414 (1.684592%)  |            Imf0: 0.623237 +- 0.172413 (0.000000%)  |           Imf0: 0.609908 +- 0.162872 (-2.138673%)  | 
            d0: 0.664862 +- 0.498791 (17.108631%)  |              d0: 0.567731 +- 0.548114 (0.000000%)  |            d0: 0.490037 +- 0.611444 (-13.685002%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 700.278  NDF = 636  Chi2/NDF = 1.101 |        Chi2 = 706.835  NDF = 636  Chi2/NDF = 1.111 |        Chi2 = 713.833  NDF = 636  Chi2/NDF = 1.122 | 
                                                   |                                                    |                                                    | 
