                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 0.775552 +- 0.517671 (0.205307%)  |          Lambda: 0.773963 +- 0.533574 (0.000000%)  |         Lambda: 0.730751 +- 0.514341 (-5.583213%)  | 
         Radius: 2.177826 +- 0.481629 (0.426547%)  |          Radius: 2.168576 +- 0.491266 (0.000000%)  |         Radius: 2.126333 +- 0.472010 (-1.947960%)  | 
           Ref0: 0.305398 +- 0.155821 (0.351594%)  |            Ref0: 0.304328 +- 0.168946 (0.000000%)  |           Ref0: 0.302860 +- 0.161068 (-0.482374%)  | 
          Imf0: 0.518342 +- 0.213748 (-0.353722%)  |            Imf0: 0.520182 +- 0.232775 (0.000000%)  |            Imf0: 0.526294 +- 0.246508 (1.174973%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.675554 +- 0.328860 (1.027693%)  |          Lambda: 0.668682 +- 0.338558 (0.000000%)  |         Lambda: 0.649841 +- 0.338565 (-2.817632%)  | 
         Radius: 2.177826 +- 0.481629 (0.426547%)  |          Radius: 2.168576 +- 0.491266 (0.000000%)  |         Radius: 2.126333 +- 0.472010 (-1.947960%)  | 
           Ref0: 0.305398 +- 0.155821 (0.351594%)  |            Ref0: 0.304328 +- 0.168946 (0.000000%)  |           Ref0: 0.302860 +- 0.161068 (-0.482374%)  | 
          Imf0: 0.518342 +- 0.213748 (-0.353722%)  |            Imf0: 0.520182 +- 0.232775 (0.000000%)  |            Imf0: 0.526294 +- 0.246508 (1.174973%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 289.809  NDF = 289  Chi2/NDF = 1.003 |        Chi2 = 289.783  NDF = 289  Chi2/NDF = 1.003 |        Chi2 = 294.720  NDF = 289  Chi2/NDF = 1.020 | 
                                                   |                                                    |                                                    | 
