                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.196771 +- 0.318385 (5.057323%)  |          Lambda: 1.139160 +- 0.305551 (0.000000%)  |         Lambda: 1.120980 +- 0.309788 (-1.595913%)  | 
         Radius: 3.354013 +- 0.468544 (0.333847%)  |          Radius: 3.342853 +- 0.467061 (0.000000%)  |          Radius: 3.352095 +- 0.493766 (0.276470%)  | 
         Ref0: -1.001441 +- 0.129532 (-9.112187%)  |          Ref0: -1.101843 +- 0.137425 (-0.000000%)  |           Ref0: -1.140308 +- 0.146106 (3.490969%)  | 
          Imf0: 0.595931 +- 0.290967 (-4.489972%)  |            Imf0: 0.623946 +- 0.315869 (0.000000%)  |            Imf0: 0.650730 +- 0.363885 (4.292679%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.121150 +- 0.298757 (5.221221%)  |          Lambda: 1.065517 +- 0.285714 (0.000000%)  |         Lambda: 1.040081 +- 0.286430 (-2.387198%)  | 
         Radius: 3.354013 +- 0.468544 (0.333847%)  |          Radius: 3.342853 +- 0.467061 (0.000000%)  |          Radius: 3.352095 +- 0.493766 (0.276470%)  | 
         Ref0: -1.001441 +- 0.129532 (-9.112187%)  |          Ref0: -1.101843 +- 0.137425 (-0.000000%)  |           Ref0: -1.140308 +- 0.146106 (3.490969%)  | 
          Imf0: 0.595931 +- 0.290967 (-4.489972%)  |            Imf0: 0.623946 +- 0.315869 (0.000000%)  |            Imf0: 0.650730 +- 0.363885 (4.292679%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 424.211  NDF = 337  Chi2/NDF = 1.259 |        Chi2 = 439.700  NDF = 337  Chi2/NDF = 1.305 |        Chi2 = 439.591  NDF = 337  Chi2/NDF = 1.304 | 
                                                   |                                                    |                                                    | 
