                  ALLTRACKS_maxImpactXY = 1.920000 |                   ALLTRACKS_maxImpactXY = 2.400000 |                   ALLTRACKS_maxImpactXY = 2.880000 | 
                                                   |                                                    |                                                    | 
        Lambda: 0.758620 +- 0.187005 (-1.474339%)  |          Lambda: 0.769972 +- 0.189109 (0.000000%)  |          Lambda: 0.777086 +- 0.182146 (0.923930%)  | 
        Radius: 3.325421 +- 0.408464 (-0.547949%)  |          Radius: 3.343743 +- 0.401040 (0.000000%)  |          Radius: 3.364823 +- 0.388474 (0.630431%)  | 
          Ref0: 0.390329 +- 0.138541 (-0.206067%)  |            Ref0: 0.391135 +- 0.135867 (0.000000%)  |            Ref0: 0.393410 +- 0.134232 (0.581641%)  | 
           Imf0: 0.492004 +- 0.111236 (0.039039%)  |            Imf0: 0.491812 +- 0.113579 (0.000000%)  |           Imf0: 0.491417 +- 0.111173 (-0.080315%)  | 
            d0: -4.294492 +- 1.555140 (1.813418%)  |            d0: -4.218002 +- 1.568704 (-0.000000%)  |            d0: -4.205937 +- 1.541924 (-0.286036%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.758620 +- 0.187005 (-1.474339%)  |          Lambda: 0.769972 +- 0.189109 (0.000000%)  |          Lambda: 0.777086 +- 0.182146 (0.923930%)  | 
        Radius: 3.325421 +- 0.408464 (-0.547949%)  |          Radius: 3.343743 +- 0.401040 (0.000000%)  |          Radius: 3.364823 +- 0.388474 (0.630431%)  | 
          Ref0: 0.390329 +- 0.138541 (-0.206067%)  |            Ref0: 0.391135 +- 0.135867 (0.000000%)  |            Ref0: 0.393410 +- 0.134232 (0.581641%)  | 
           Imf0: 0.492004 +- 0.111236 (0.039039%)  |            Imf0: 0.491812 +- 0.113579 (0.000000%)  |           Imf0: 0.491417 +- 0.111173 (-0.080315%)  | 
            d0: -4.294492 +- 1.555140 (1.813418%)  |            d0: -4.218002 +- 1.568704 (-0.000000%)  |            d0: -4.205937 +- 1.541924 (-0.286036%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 721.906  NDF = 636  Chi2/NDF = 1.135 |        Chi2 = 720.057  NDF = 636  Chi2/NDF = 1.132 |        Chi2 = 718.347  NDF = 636  Chi2/NDF = 1.129 | 
                                                   |                                                    |                                                    | 
