                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 0.433532 +- 0.179951 (0.936181%)  |          Lambda: 0.429511 +- 0.181089 (0.000000%)  |         Lambda: 0.391747 +- 0.165397 (-8.792324%)  | 
         Radius: 2.114775 +- 0.439102 (0.410802%)  |          Radius: 2.106123 +- 0.449443 (0.000000%)  |         Radius: 2.069702 +- 0.432885 (-1.729291%)  | 
           Ref0: 0.077516 +- 0.042795 (2.623984%)  |            Ref0: 0.075534 +- 0.044165 (0.000000%)  |            Ref0: 0.078388 +- 0.044420 (3.778431%)  | 
           Imf0: 0.218278 +- 0.059389 (0.249386%)  |            Imf0: 0.217735 +- 0.060115 (0.000000%)  |            Imf0: 0.231842 +- 0.063144 (6.478977%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.499815 +- 0.187997 (1.377418%)  |          Lambda: 0.493024 +- 0.188870 (0.000000%)  |         Lambda: 0.452370 +- 0.172535 (-8.245846%)  | 
         Radius: 2.114775 +- 0.439102 (0.410802%)  |          Radius: 2.106123 +- 0.449443 (0.000000%)  |         Radius: 2.069702 +- 0.432885 (-1.729291%)  | 
           Ref0: 0.077516 +- 0.042795 (2.623984%)  |            Ref0: 0.075534 +- 0.044165 (0.000000%)  |            Ref0: 0.078388 +- 0.044420 (3.778431%)  | 
           Imf0: 0.218278 +- 0.059389 (0.249386%)  |            Imf0: 0.217735 +- 0.060115 (0.000000%)  |            Imf0: 0.231842 +- 0.063144 (6.478977%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 295.107  NDF = 289  Chi2/NDF = 1.021 |        Chi2 = 294.414  NDF = 289  Chi2/NDF = 1.019 |        Chi2 = 297.130  NDF = 289  Chi2/NDF = 1.028 | 
                                                   |                                                    |                                                    | 
