                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.069444 +- 0.198043 (1.815738%)  |          Lambda: 1.050372 +- 0.192938 (0.000000%)  |         Lambda: 1.028955 +- 0.192834 (-2.038992%)  | 
         Radius: 3.064017 +- 0.277338 (0.503730%)  |          Radius: 3.048660 +- 0.274923 (0.000000%)  |         Radius: 3.019121 +- 0.278486 (-0.968917%)  | 
         Ref0: -1.059447 +- 0.138919 (-4.678500%)  |          Ref0: -1.111446 +- 0.140863 (-0.000000%)  |           Ref0: -1.127383 +- 0.144105 (1.433898%)  | 
           Imf0: 0.476262 +- 0.133379 (3.935822%)  |            Imf0: 0.458227 +- 0.137213 (0.000000%)  |           Imf0: 0.442188 +- 0.140981 (-3.500230%)  | 
             d0: 1.055871 +- 0.306435 (5.670368%)  |              d0: 0.999212 +- 0.313733 (0.000000%)  |             d0: 0.957874 +- 0.324311 (-4.137060%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.069444 +- 0.198043 (1.815738%)  |          Lambda: 1.050372 +- 0.192938 (0.000000%)  |         Lambda: 1.028955 +- 0.192834 (-2.038992%)  | 
         Radius: 3.064017 +- 0.277338 (0.503730%)  |          Radius: 3.048660 +- 0.274923 (0.000000%)  |         Radius: 3.019121 +- 0.278486 (-0.968917%)  | 
         Ref0: -1.059447 +- 0.138919 (-4.678500%)  |          Ref0: -1.111446 +- 0.140863 (-0.000000%)  |           Ref0: -1.127383 +- 0.144105 (1.433898%)  | 
           Imf0: 0.476262 +- 0.133379 (3.935822%)  |            Imf0: 0.458227 +- 0.137213 (0.000000%)  |           Imf0: 0.442188 +- 0.140981 (-3.500230%)  | 
             d0: 1.055871 +- 0.306435 (5.670368%)  |              d0: 0.999212 +- 0.313733 (0.000000%)  |             d0: 0.957874 +- 0.324311 (-4.137060%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 707.688  NDF = 636  Chi2/NDF = 1.113 |        Chi2 = 714.513  NDF = 636  Chi2/NDF = 1.123 |        Chi2 = 721.240  NDF = 636  Chi2/NDF = 1.134 | 
                                                   |                                                    |                                                    | 
