                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.081930 +- 0.240000 (2.829809%)  |          Lambda: 1.052156 +- 0.232115 (0.000000%)  |         Lambda: 1.020484 +- 0.229321 (-3.010200%)  | 
         Radius: 3.429303 +- 0.361223 (0.979018%)  |          Radius: 3.396055 +- 0.358629 (0.000000%)  |         Radius: 3.348388 +- 0.357427 (-1.403599%)  | 
           Ref0: 0.500089 +- 0.141152 (0.774211%)  |            Ref0: 0.496247 +- 0.143340 (0.000000%)  |           Ref0: 0.493511 +- 0.144088 (-0.551338%)  | 
          Imf0: 0.512625 +- 0.107314 (-1.332694%)  |            Imf0: 0.519549 +- 0.104836 (0.000000%)  |            Imf0: 0.522478 +- 0.110911 (0.563758%)  | 
            d0: -3.592784 +- 1.265272 (0.113327%)  |            d0: -3.588717 +- 1.251531 (-0.000000%)  |             d0: -3.619853 +- 1.305036 (0.867608%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.081930 +- 0.240000 (2.829809%)  |          Lambda: 1.052156 +- 0.232115 (0.000000%)  |         Lambda: 1.020484 +- 0.229321 (-3.010200%)  | 
         Radius: 3.429303 +- 0.361223 (0.979018%)  |          Radius: 3.396055 +- 0.358629 (0.000000%)  |         Radius: 3.348388 +- 0.357427 (-1.403599%)  | 
           Ref0: 0.500089 +- 0.141152 (0.774211%)  |            Ref0: 0.496247 +- 0.143340 (0.000000%)  |           Ref0: 0.493511 +- 0.144088 (-0.551338%)  | 
          Imf0: 0.512625 +- 0.107314 (-1.332694%)  |            Imf0: 0.519549 +- 0.104836 (0.000000%)  |            Imf0: 0.522478 +- 0.110911 (0.563758%)  | 
            d0: -3.592784 +- 1.265272 (0.113327%)  |            d0: -3.588717 +- 1.251531 (-0.000000%)  |             d0: -3.619853 +- 1.305036 (0.867608%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 698.658  NDF = 636  Chi2/NDF = 1.099 |        Chi2 = 705.474  NDF = 636  Chi2/NDF = 1.109 |        Chi2 = 712.575  NDF = 636  Chi2/NDF = 1.120 | 
                                                   |                                                    |                                                    | 
