                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.520508 +- 1.099148 (0.608545%)  |          Lambda: 1.511311 +- 1.099205 (0.000000%)  |          Lambda: 1.527913 +- 1.166364 (1.098516%)  | 
         Radius: 3.155045 +- 0.984486 (0.407895%)  |          Radius: 3.142228 +- 0.981997 (0.000000%)  |          Radius: 3.163079 +- 0.989786 (0.663574%)  | 
           Ref0: 0.358714 +- 0.227386 (1.337936%)  |            Ref0: 0.353978 +- 0.218765 (0.000000%)  |            Ref0: 0.355459 +- 0.226253 (0.418388%)  | 
           Imf0: 0.412362 +- 0.168485 (0.595971%)  |            Imf0: 0.409919 +- 0.160965 (0.000000%)  |           Imf0: 0.408645 +- 0.187786 (-0.310793%)  | 
           d0: -5.503934 +- 3.082280 (-0.885076%)  |            d0: -5.553083 +- 2.975904 (-0.000000%)  |             d0: -5.609352 +- 3.431520 (1.013293%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.000262 +- 0.449075 (0.894396%)  |          Lambda: 0.991395 +- 0.449008 (0.000000%)  |          Lambda: 0.997037 +- 0.472147 (0.569097%)  | 
         Radius: 3.155045 +- 0.984486 (0.407895%)  |          Radius: 3.142228 +- 0.981997 (0.000000%)  |          Radius: 3.163079 +- 0.989786 (0.663574%)  | 
           Ref0: 0.358714 +- 0.227386 (1.337936%)  |            Ref0: 0.353978 +- 0.218765 (0.000000%)  |            Ref0: 0.355459 +- 0.226253 (0.418388%)  | 
           Imf0: 0.412362 +- 0.168485 (0.595971%)  |            Imf0: 0.409919 +- 0.160965 (0.000000%)  |           Imf0: 0.408645 +- 0.187786 (-0.310793%)  | 
           d0: -5.503934 +- 3.082280 (-0.885076%)  |            d0: -5.553083 +- 2.975904 (-0.000000%)  |             d0: -5.609352 +- 3.431520 (1.013293%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 292.581  NDF = 288  Chi2/NDF = 1.016 |        Chi2 = 291.849  NDF = 288  Chi2/NDF = 1.013 |        Chi2 = 294.470  NDF = 288  Chi2/NDF = 1.022 | 
                                                   |                                                    |                                                    | 
