                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
        Lambda: 0.431503 +- 0.075086 (-0.645855%)  |          Lambda: 0.434308 +- 0.076113 (0.000000%)  |         Lambda: 0.434176 +- 0.077842 (-0.030393%)  | 
         Radius: 3.740369 +- 0.467176 (0.393806%)  |          Radius: 3.725697 +- 0.488628 (0.000000%)  |          Radius: 3.755927 +- 0.477750 (0.811392%)  | 
         Ref0: -0.378856 +- 0.080547 (-0.309972%)  |          Ref0: -0.380034 +- 0.077928 (-0.000000%)  |          Ref0: -0.362274 +- 0.052247 (-4.673266%)  | 
          Imf0: 0.481490 +- 0.185471 (-0.751133%)  |            Imf0: 0.485134 +- 0.197350 (0.000000%)  |            Imf0: 0.509285 +- 0.202767 (4.978212%)  | 
           d0: -3.826652 +- 0.974553 (-6.005256%)  |            d0: -4.071134 +- 1.030539 (-0.000000%)  |             d0: -4.330392 +- 0.880983 (6.368201%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.800000 +- 0.098567 (0.000000%)  |          Lambda: 0.800000 +- 0.099418 (0.000000%)  |          Lambda: 0.800000 +- 0.103298 (0.000000%)  | 
         Radius: 3.740369 +- 0.467176 (0.393806%)  |          Radius: 3.725697 +- 0.488628 (0.000000%)  |          Radius: 3.755927 +- 0.477750 (0.811392%)  | 
         Ref0: -0.378856 +- 0.080547 (-0.309972%)  |          Ref0: -0.380034 +- 0.077928 (-0.000000%)  |          Ref0: -0.362274 +- 0.052247 (-4.673266%)  | 
          Imf0: 0.481490 +- 0.185471 (-0.751133%)  |            Imf0: 0.485134 +- 0.197350 (0.000000%)  |            Imf0: 0.509285 +- 0.202767 (4.978212%)  | 
           d0: -3.826652 +- 0.974553 (-6.005256%)  |            d0: -4.071134 +- 1.030539 (-0.000000%)  |             d0: -4.330392 +- 0.880983 (6.368201%)  | 
                                                   |                                                    |                                                    | 
