                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.040109 +- 0.333438 (2.054815%)  |          Lambda: 1.019167 +- 0.327768 (0.000000%)  |         Lambda: 1.013069 +- 0.333512 (-0.598332%)  | 
         Radius: 3.382256 +- 0.530863 (1.330681%)  |          Radius: 3.337840 +- 0.521386 (0.000000%)  |         Radius: 3.334659 +- 0.533170 (-0.095301%)  | 
         Ref0: -1.212573 +- 0.359320 (-1.018974%)  |          Ref0: -1.225056 +- 0.362636 (-0.000000%)  |          Ref0: -1.219026 +- 0.368781 (-0.492222%)  | 
           Imf0: 0.523348 +- 0.367947 (4.800811%)  |            Imf0: 0.499374 +- 0.374253 (0.000000%)  |            Imf0: 0.521457 +- 0.376488 (4.422137%)  | 
             d0: 1.112916 +- 0.600315 (4.617525%)  |              d0: 1.063795 +- 0.580105 (0.000000%)  |             d0: 1.021534 +- 0.602939 (-3.972664%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.975520 +- 0.316100 (1.747455%)  |          Lambda: 0.958766 +- 0.311472 (0.000000%)  |         Lambda: 0.943639 +- 0.313440 (-1.577757%)  | 
         Radius: 3.382256 +- 0.530863 (1.330681%)  |          Radius: 3.337840 +- 0.521386 (0.000000%)  |         Radius: 3.334659 +- 0.533170 (-0.095301%)  | 
         Ref0: -1.212573 +- 0.359320 (-1.018974%)  |          Ref0: -1.225056 +- 0.362636 (-0.000000%)  |          Ref0: -1.219026 +- 0.368781 (-0.492222%)  | 
           Imf0: 0.523348 +- 0.367947 (4.800811%)  |            Imf0: 0.499374 +- 0.374253 (0.000000%)  |            Imf0: 0.521457 +- 0.376488 (4.422137%)  | 
             d0: 1.112916 +- 0.600315 (4.617525%)  |              d0: 1.063795 +- 0.580105 (0.000000%)  |             d0: 1.021534 +- 0.602939 (-3.972664%)  | 
                                                   |                                                    |                                                    | 
