                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.046955 +- 0.335635 (1.960908%)  |          Lambda: 1.026820 +- 0.329640 (0.000000%)  |         Lambda: 1.020967 +- 0.334987 (-0.570012%)  | 
         Radius: 3.400431 +- 0.522817 (1.299629%)  |          Radius: 3.356805 +- 0.533551 (0.000000%)  |         Radius: 3.353518 +- 0.552501 (-0.097920%)  | 
         Ref0: -1.221341 +- 0.357552 (-0.840228%)  |          Ref0: -1.231690 +- 0.368152 (-0.000000%)  |          Ref0: -1.226170 +- 0.360926 (-0.448165%)  | 
           Imf0: 0.523491 +- 0.348827 (4.454403%)  |            Imf0: 0.501167 +- 0.385892 (0.000000%)  |            Imf0: 0.522005 +- 0.406725 (4.157895%)  | 
             d0: 1.112455 +- 0.595818 (4.892972%)  |              d0: 1.060562 +- 0.590300 (0.000000%)  |             d0: 1.018788 +- 0.597837 (-3.938855%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.970065 +- 0.315074 (1.652422%)  |          Lambda: 0.954296 +- 0.310104 (0.000000%)  |         Lambda: 0.939287 +- 0.311541 (-1.572782%)  | 
         Radius: 3.400431 +- 0.522817 (1.299629%)  |          Radius: 3.356805 +- 0.533551 (0.000000%)  |         Radius: 3.353518 +- 0.552501 (-0.097920%)  | 
         Ref0: -1.221341 +- 0.357552 (-0.840228%)  |          Ref0: -1.231690 +- 0.368152 (-0.000000%)  |          Ref0: -1.226170 +- 0.360926 (-0.448165%)  | 
           Imf0: 0.523491 +- 0.348827 (4.454403%)  |            Imf0: 0.501167 +- 0.385892 (0.000000%)  |            Imf0: 0.522005 +- 0.406725 (4.157895%)  | 
             d0: 1.112455 +- 0.595818 (4.892972%)  |              d0: 1.060562 +- 0.590300 (0.000000%)  |             d0: 1.018788 +- 0.597837 (-3.938855%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 401.781  NDF = 336  Chi2/NDF = 1.196 |        Chi2 = 408.525  NDF = 336  Chi2/NDF = 1.216 |        Chi2 = 411.113  NDF = 336  Chi2/NDF = 1.224 | 
                                                   |                                                    |                                                    | 
