                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.109878 +- 0.336587 (1.544190%)  |          Lambda: 1.093000 +- 0.334670 (0.000000%)  |         Lambda: 1.089448 +- 0.341281 (-0.324977%)  | 
         Radius: 3.536437 +- 0.529508 (1.186100%)  |          Radius: 3.494983 +- 0.528643 (0.000000%)  |         Radius: 3.489175 +- 0.551883 (-0.166181%)  | 
         Ref0: -1.569891 +- 0.373653 (-0.151818%)  |          Ref0: -1.572278 +- 0.406322 (-0.000000%)  |          Ref0: -1.564652 +- 0.406524 (-0.485029%)  | 
           Imf0: 0.671942 +- 0.410771 (1.524510%)  |            Imf0: 0.661852 +- 0.437590 (0.000000%)  |            Imf0: 0.688725 +- 0.454081 (4.060273%)  | 
             d0: 1.187378 +- 0.817931 (9.006065%)  |              d0: 1.089277 +- 0.834743 (0.000000%)  |             d0: 1.030509 +- 0.853934 (-5.395138%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.035878 +- 0.317272 (1.230348%)  |          Lambda: 1.023288 +- 0.316097 (0.000000%)  |         Lambda: 1.009567 +- 0.318301 (-1.340874%)  | 
         Radius: 3.536437 +- 0.529508 (1.186100%)  |          Radius: 3.494983 +- 0.528643 (0.000000%)  |         Radius: 3.489175 +- 0.551883 (-0.166181%)  | 
         Ref0: -1.569891 +- 0.373653 (-0.151818%)  |          Ref0: -1.572278 +- 0.406322 (-0.000000%)  |          Ref0: -1.564652 +- 0.406524 (-0.485029%)  | 
           Imf0: 0.671942 +- 0.410771 (1.524510%)  |            Imf0: 0.661852 +- 0.437590 (0.000000%)  |            Imf0: 0.688725 +- 0.454081 (4.060273%)  | 
             d0: 1.187378 +- 0.817931 (9.006065%)  |              d0: 1.089277 +- 0.834743 (0.000000%)  |             d0: 1.030509 +- 0.853934 (-5.395138%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 399.344  NDF = 336  Chi2/NDF = 1.189 |        Chi2 = 406.160  NDF = 336  Chi2/NDF = 1.209 |        Chi2 = 408.506  NDF = 336  Chi2/NDF = 1.216 | 
                                                   |                                                    |                                                    | 
