                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
                                                   |                                                    |                                                    | 
         Lambda: 0.215586 +- 0.105417 (0.351906%)  |          Lambda: 0.214830 +- 0.105219 (0.000000%)  |         Lambda: 0.206588 +- 0.102029 (-3.836522%)  | 
         Radius: 2.185406 +- 0.702493 (0.499230%)  |          Radius: 2.174550 +- 0.714981 (0.000000%)  |         Radius: 2.125892 +- 0.679984 (-2.237612%)  | 
           Ref0: 0.157940 +- 0.142231 (3.457989%)  |            Ref0: 0.152661 +- 0.148144 (0.000000%)  |           Ref0: 0.147233 +- 0.142913 (-3.555590%)  | 
           Imf0: 0.426608 +- 0.193484 (1.111830%)  |            Imf0: 0.421917 +- 0.203920 (0.000000%)  |           Imf0: 0.421106 +- 0.211918 (-0.192218%)  | 
           d0: -5.222320 +- 3.106876 (-0.970306%)  |            d0: -5.273489 +- 3.291661 (-0.000000%)  |             d0: -5.310317 +- 3.481537 (0.698361%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.255550 +- 0.113624 (0.734370%)  |          Lambda: 0.253687 +- 0.113626 (0.000000%)  |         Lambda: 0.245527 +- 0.110497 (-3.216562%)  | 
         Radius: 2.185406 +- 0.702493 (0.499230%)  |          Radius: 2.174550 +- 0.714981 (0.000000%)  |         Radius: 2.125892 +- 0.679984 (-2.237612%)  | 
           Ref0: 0.157940 +- 0.142231 (3.457989%)  |            Ref0: 0.152661 +- 0.148144 (0.000000%)  |           Ref0: 0.147233 +- 0.142913 (-3.555590%)  | 
           Imf0: 0.426608 +- 0.193484 (1.111830%)  |            Imf0: 0.421917 +- 0.203920 (0.000000%)  |           Imf0: 0.421106 +- 0.211918 (-0.192218%)  | 
           d0: -5.222320 +- 3.106876 (-0.970306%)  |            d0: -5.273489 +- 3.291661 (-0.000000%)  |             d0: -5.310317 +- 3.481537 (0.698361%)  | 
                                                   |                                                    |                                                    | 
