                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 0.816545 +- 0.187808 (2.943012%)  |          Lambda: 0.793201 +- 0.190188 (0.000000%)  |         Lambda: 0.769625 +- 0.184157 (-2.972260%)  | 
         Radius: 3.363493 +- 0.370938 (1.026153%)  |          Radius: 3.329329 +- 0.387128 (0.000000%)  |         Radius: 3.281928 +- 0.372027 (-1.423740%)  | 
           Ref0: 0.419518 +- 0.128757 (0.668294%)  |            Ref0: 0.416733 +- 0.132185 (0.000000%)  |           Ref0: 0.415240 +- 0.131768 (-0.358263%)  | 
          Imf0: 0.479311 +- 0.106335 (-1.250361%)  |            Imf0: 0.485380 +- 0.103881 (0.000000%)  |            Imf0: 0.486521 +- 0.111104 (0.235074%)  | 
            d0: -3.942517 +- 1.409061 (0.078616%)  |            d0: -3.939420 +- 1.383440 (-0.000000%)  |             d0: -3.987262 +- 1.455273 (1.214443%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.816545 +- 0.187808 (2.943012%)  |          Lambda: 0.793201 +- 0.190188 (0.000000%)  |         Lambda: 0.769625 +- 0.184157 (-2.972260%)  | 
         Radius: 3.363493 +- 0.370938 (1.026153%)  |          Radius: 3.329329 +- 0.387128 (0.000000%)  |         Radius: 3.281928 +- 0.372027 (-1.423740%)  | 
           Ref0: 0.419518 +- 0.128757 (0.668294%)  |            Ref0: 0.416733 +- 0.132185 (0.000000%)  |           Ref0: 0.415240 +- 0.131768 (-0.358263%)  | 
          Imf0: 0.479311 +- 0.106335 (-1.250361%)  |            Imf0: 0.485380 +- 0.103881 (0.000000%)  |            Imf0: 0.486521 +- 0.111104 (0.235074%)  | 
            d0: -3.942517 +- 1.409061 (0.078616%)  |            d0: -3.939420 +- 1.383440 (-0.000000%)  |             d0: -3.987262 +- 1.455273 (1.214443%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 700.278  NDF = 636  Chi2/NDF = 1.101 |        Chi2 = 706.835  NDF = 636  Chi2/NDF = 1.111 |        Chi2 = 713.833  NDF = 636  Chi2/NDF = 1.122 | 
                                                   |                                                    |                                                    | 
