                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
       Lambda: 6.026224 +- 2.470035 (286.228078%)  |          Lambda: 1.560276 +- 0.597355 (0.000000%)  |          Lambda: 1.560286 +- 0.629945 (0.000641%)  | 
         Radius: 4.737372 +- 0.888353 (9.420234%)  |          Radius: 4.329521 +- 0.764160 (0.000000%)  |          Radius: 4.664402 +- 0.888080 (7.734828%)  | 
        Ref0: -0.075779 +- 0.018254 (-72.909561%)  |          Ref0: -0.279726 +- 0.066227 (-0.000000%)  |           Ref0: -0.287098 +- 0.071774 (2.635436%)  | 
         Imf0: 0.076722 +- 0.020601 (-70.573480%)  |            Imf0: 0.260724 +- 0.083256 (0.000000%)  |           Imf0: 0.333105 +- 0.109937 (27.761541%)  | 
         d0: -16.052605 +- 5.656578 (378.278934%)  |            d0: -3.356327 +- 1.786271 (-0.000000%)  |             d0: -3.543333 +- 1.853374 (5.571746%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
       Lambda: 5.688406 +- 2.333840 (284.574966%)  |          Lambda: 1.479141 +- 0.569486 (0.000000%)  |         Lambda: 1.463097 +- 0.589899 (-1.084684%)  | 
         Radius: 4.737372 +- 0.888353 (9.420234%)  |          Radius: 4.329521 +- 0.764160 (0.000000%)  |          Radius: 4.664402 +- 0.888080 (7.734828%)  | 
        Ref0: -0.075779 +- 0.018254 (-72.909561%)  |          Ref0: -0.279726 +- 0.066227 (-0.000000%)  |           Ref0: -0.287098 +- 0.071774 (2.635436%)  | 
         Imf0: 0.076722 +- 0.020601 (-70.573480%)  |            Imf0: 0.260724 +- 0.083256 (0.000000%)  |           Imf0: 0.333105 +- 0.109937 (27.761541%)  | 
         d0: -16.052605 +- 5.656578 (378.278934%)  |            d0: -3.356327 +- 1.786271 (-0.000000%)  |             d0: -3.543333 +- 1.853374 (5.571746%)  | 
                                                   |                                                    |                                                    | 
