                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                                                   |                                                    |                                                    | 
         Lambda: 0.862012 +- 0.493040 (0.046889%)  |          Lambda: 0.861608 +- 0.489714 (0.000000%)  |         Lambda: 0.816578 +- 0.511194 (-5.226275%)  | 
         Radius: 2.463299 +- 0.684091 (0.887192%)  |          Radius: 2.441637 +- 0.690132 (0.000000%)  |         Radius: 2.362972 +- 0.686670 (-3.221814%)  | 
           Ref0: 0.306221 +- 0.195322 (1.895689%)  |            Ref0: 0.300524 +- 0.198777 (0.000000%)  |           Ref0: 0.284817 +- 0.205661 (-5.226538%)  | 
           Imf0: 0.436032 +- 0.186509 (0.856990%)  |            Imf0: 0.432327 +- 0.183582 (0.000000%)  |           Imf0: 0.422750 +- 0.225222 (-2.215221%)  | 
           d0: -5.394081 +- 3.183886 (-1.557284%)  |            d0: -5.479411 +- 3.205182 (-0.000000%)  |             d0: -5.704585 +- 4.037343 (4.109456%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.713419 +- 0.294094 (0.904210%)  |          Lambda: 0.707026 +- 0.291174 (0.000000%)  |         Lambda: 0.689537 +- 0.314481 (-2.473601%)  | 
         Radius: 2.463299 +- 0.684091 (0.887192%)  |          Radius: 2.441637 +- 0.690132 (0.000000%)  |         Radius: 2.362972 +- 0.686670 (-3.221814%)  | 
           Ref0: 0.306221 +- 0.195322 (1.895689%)  |            Ref0: 0.300524 +- 0.198777 (0.000000%)  |           Ref0: 0.284817 +- 0.205661 (-5.226538%)  | 
           Imf0: 0.436032 +- 0.186509 (0.856990%)  |            Imf0: 0.432327 +- 0.183582 (0.000000%)  |           Imf0: 0.422750 +- 0.225222 (-2.215221%)  | 
           d0: -5.394081 +- 3.183886 (-1.557284%)  |            d0: -5.479411 +- 3.205182 (-0.000000%)  |             d0: -5.704585 +- 4.037343 (4.109456%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 285.821  NDF = 288  Chi2/NDF = 0.992 |        Chi2 = 285.846  NDF = 288  Chi2/NDF = 0.993 |        Chi2 = 290.850  NDF = 288  Chi2/NDF = 1.010 | 
                                                   |                                                    |                                                    | 
