                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.023945 +- 0.309641 (2.989781%)  |          Lambda: 0.994220 +- 0.293461 (0.000000%)  |         Lambda: 0.993659 +- 0.300961 (-0.056426%)  | 
         Radius: 3.448423 +- 0.501329 (1.636267%)  |          Radius: 3.392906 +- 0.490773 (0.000000%)  |          Radius: 3.398340 +- 0.503461 (0.160158%)  | 
         Ref0: -1.212796 +- 0.350076 (-3.145621%)  |          Ref0: -1.252185 +- 0.322459 (-0.000000%)  |          Ref0: -1.248302 +- 0.328697 (-0.310098%)  | 
           Imf0: 0.591182 +- 0.314487 (1.215583%)  |            Imf0: 0.584082 +- 0.333444 (0.000000%)  |            Imf0: 0.616795 +- 0.345363 (5.600755%)  | 
            d0: 1.270146 +- 0.625487 (11.713631%)  |              d0: 1.136966 +- 0.576507 (0.000000%)  |             d0: 1.068567 +- 0.603371 (-6.015923%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.964060 +- 0.293049 (2.979270%)  |          Lambda: 0.936169 +- 0.277035 (0.000000%)  |         Lambda: 0.928201 +- 0.281221 (-0.851128%)  | 
         Radius: 3.448423 +- 0.501329 (1.636267%)  |          Radius: 3.392906 +- 0.490773 (0.000000%)  |          Radius: 3.398340 +- 0.503461 (0.160158%)  | 
         Ref0: -1.212796 +- 0.350076 (-3.145621%)  |          Ref0: -1.252185 +- 0.322459 (-0.000000%)  |          Ref0: -1.248302 +- 0.328697 (-0.310098%)  | 
           Imf0: 0.591182 +- 0.314487 (1.215583%)  |            Imf0: 0.584082 +- 0.333444 (0.000000%)  |            Imf0: 0.616795 +- 0.345363 (5.600755%)  | 
            d0: 1.270146 +- 0.625487 (11.713631%)  |              d0: 1.136966 +- 0.576507 (0.000000%)  |             d0: 1.068567 +- 0.603371 (-6.015923%)  | 
                                                   |                                                    |                                                    | 
