                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                                                   |                                                    |                                                    | 
        Lambda: 0.103092 +- 0.534845 (-4.239429%)  |          Lambda: 0.107656 +- 0.485906 (0.000000%)  |         Lambda: 0.106701 +- 0.112220 (-0.887085%)  | 
         Radius: 2.098262 +- 3.385375 (1.012989%)  |          Radius: 2.077220 +- 3.681025 (0.000000%)  |         Radius: 2.000000 +- 4.579008 (-3.717469%)  | 
           Ref0: 0.200128 +- 0.324776 (4.410069%)  |            Ref0: 0.191675 +- 0.352110 (0.000000%)  |          Ref0: 0.172207 +- 0.103000 (-10.156776%)  | 
           Imf0: 0.447941 +- 0.543694 (2.068527%)  |            Imf0: 0.438863 +- 0.589422 (0.000000%)  |           Imf0: 0.411413 +- 0.129234 (-6.254799%)  | 
         d0: -14.460357 +- 17.547246 (-3.177468%)  |          d0: -14.934909 +- 20.017768 (-0.000000%)  |            d0: -16.050817 +- 5.369545 (7.471810%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.175505 +- 0.118544 (-0.264250%)  |          Lambda: 0.175970 +- 0.124951 (0.000000%)  |          Lambda: 0.180270 +- 0.064143 (2.443598%)  | 
         Radius: 2.098262 +- 3.385375 (1.012989%)  |          Radius: 2.077220 +- 3.681025 (0.000000%)  |         Radius: 2.000000 +- 4.579008 (-3.717469%)  | 
           Ref0: 0.200128 +- 0.324776 (4.410069%)  |            Ref0: 0.191675 +- 0.352110 (0.000000%)  |          Ref0: 0.172207 +- 0.103000 (-10.156776%)  | 
           Imf0: 0.447941 +- 0.543694 (2.068527%)  |            Imf0: 0.438863 +- 0.589422 (0.000000%)  |           Imf0: 0.411413 +- 0.129234 (-6.254799%)  | 
         d0: -14.460357 +- 17.547246 (-3.177468%)  |          d0: -14.934909 +- 20.017768 (-0.000000%)  |            d0: -16.050817 +- 5.369545 (7.471810%)  | 
                                                   |                                                    |                                                    | 
