                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                                                   |                                                    |                                                    | 
        Lambda: 1.153118 +- 0.678485 (-0.076430%)  |          Lambda: 1.154000 +- 0.684008 (0.000000%)  |         Lambda: 1.102739 +- 0.672873 (-4.442028%)  | 
         Radius: 2.493159 +- 0.668566 (0.671057%)  |          Radius: 2.476540 +- 0.651454 (0.000000%)  |         Radius: 2.413899 +- 0.677812 (-2.529376%)  | 
           Ref0: 0.329049 +- 0.202591 (1.121700%)  |            Ref0: 0.325399 +- 0.197729 (0.000000%)  |           Ref0: 0.312299 +- 0.209547 (-4.025827%)  | 
           Imf0: 0.442207 +- 0.185809 (0.478070%)  |            Imf0: 0.440103 +- 0.190510 (0.000000%)  |           Imf0: 0.431613 +- 0.200737 (-1.929094%)  | 
           d0: -5.254113 +- 3.057143 (-1.086239%)  |            d0: -5.311812 +- 3.155356 (-0.000000%)  |             d0: -5.510078 +- 3.480153 (3.732549%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.880114 +- 0.345679 (0.795263%)  |          Lambda: 0.873170 +- 0.349234 (0.000000%)  |         Lambda: 0.858037 +- 0.350618 (-1.733110%)  | 
         Radius: 2.493159 +- 0.668566 (0.671057%)  |          Radius: 2.476540 +- 0.651454 (0.000000%)  |         Radius: 2.413899 +- 0.677812 (-2.529376%)  | 
           Ref0: 0.329049 +- 0.202591 (1.121700%)  |            Ref0: 0.325399 +- 0.197729 (0.000000%)  |           Ref0: 0.312299 +- 0.209547 (-4.025827%)  | 
           Imf0: 0.442207 +- 0.185809 (0.478070%)  |            Imf0: 0.440103 +- 0.190510 (0.000000%)  |           Imf0: 0.431613 +- 0.200737 (-1.929094%)  | 
           d0: -5.254113 +- 3.057143 (-1.086239%)  |            d0: -5.311812 +- 3.155356 (-0.000000%)  |             d0: -5.510078 +- 3.480153 (3.732549%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 286.912  NDF = 288  Chi2/NDF = 0.996 |        Chi2 = 286.867  NDF = 288  Chi2/NDF = 0.996 |        Chi2 = 291.818  NDF = 288  Chi2/NDF = 1.013 | 
                                                   |                                                    |                                                    | 
