                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 0.700000 +- 0.391520 (0.001429%)  |          Lambda: 0.699990 +- 0.399976 (0.000000%)  |          Lambda: 0.699999 +- 0.371302 (0.001286%)  | 
         Radius: 3.968070 +- 1.153930 (1.948969%)  |          Radius: 3.892212 +- 0.856107 (0.000000%)  |          Radius: 3.964125 +- 1.065084 (1.847613%)  | 
          Ref0: -0.626949 +- 0.384450 (1.074997%)  |          Ref0: -0.620281 +- 0.269883 (-0.000000%)  |          Ref0: -0.604475 +- 0.342874 (-2.548200%)  | 
           Imf0: 0.485997 +- 0.405579 (4.883818%)  |            Imf0: 0.463367 +- 0.322857 (0.000000%)  |           Imf0: 0.518994 +- 0.414801 (12.004955%)  | 
           d0: 0.644185 +- 1.175188 (109.222300%)  |              d0: 0.307895 +- 1.355556 (0.000000%)  |            d0: 0.115579 +- 2.349463 (-62.461553%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.658117 +- 0.081080 (0.001368%)  |          Lambda: 0.658108 +- 0.081188 (0.000000%)  |         Lambda: 0.653260 +- 0.082510 (-0.736657%)  | 
         Radius: 3.968070 +- 1.153930 (1.948969%)  |          Radius: 3.892212 +- 0.856107 (0.000000%)  |          Radius: 3.964125 +- 1.065084 (1.847613%)  | 
          Ref0: -0.626949 +- 0.384450 (1.074997%)  |          Ref0: -0.620281 +- 0.269883 (-0.000000%)  |          Ref0: -0.604475 +- 0.342874 (-2.548200%)  | 
           Imf0: 0.485997 +- 0.405579 (4.883818%)  |            Imf0: 0.463367 +- 0.322857 (0.000000%)  |           Imf0: 0.518994 +- 0.414801 (12.004955%)  | 
           d0: 0.644185 +- 1.175188 (109.222300%)  |              d0: 0.307895 +- 1.355556 (0.000000%)  |            d0: 0.115579 +- 2.349463 (-62.461553%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 424.464  NDF = 336  Chi2/NDF = 1.263 |        Chi2 = 439.938  NDF = 336  Chi2/NDF = 1.309 |        Chi2 = 440.711  NDF = 336  Chi2/NDF = 1.312 | 
                                                   |                                                    |                                                    | 
