                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
        Lambda: 0.822751 +- 0.655578 (-0.375853%)  |          Lambda: 0.825855 +- 0.602340 (0.000000%)  |         Lambda: 0.786413 +- 0.571968 (-4.775899%)  | 
         Radius: 1.987708 +- 0.430537 (0.251321%)  |          Radius: 1.982725 +- 0.420820 (0.000000%)  |         Radius: 1.948466 +- 0.420880 (-1.727875%)  | 
           Ref0: 0.188609 +- 0.125974 (0.394426%)  |            Ref0: 0.187868 +- 0.128468 (0.000000%)  |           Ref0: 0.186541 +- 0.120649 (-0.706347%)  | 
          Imf0: 0.390583 +- 0.221589 (-0.103839%)  |            Imf0: 0.390989 +- 0.207925 (0.000000%)  |            Imf0: 0.393525 +- 0.195451 (0.648612%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.705913 +- 0.409607 (0.661941%)  |          Lambda: 0.701271 +- 0.373230 (0.000000%)  |         Lambda: 0.687289 +- 0.364164 (-1.993808%)  | 
         Radius: 1.987708 +- 0.430537 (0.251321%)  |          Radius: 1.982725 +- 0.420820 (0.000000%)  |         Radius: 1.948466 +- 0.420880 (-1.727875%)  | 
           Ref0: 0.188609 +- 0.125974 (0.394426%)  |            Ref0: 0.187868 +- 0.128468 (0.000000%)  |           Ref0: 0.186541 +- 0.120649 (-0.706347%)  | 
          Imf0: 0.390583 +- 0.221589 (-0.103839%)  |            Imf0: 0.390989 +- 0.207925 (0.000000%)  |            Imf0: 0.393525 +- 0.195451 (0.648612%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 290.552  NDF = 289  Chi2/NDF = 1.005 |        Chi2 = 290.459  NDF = 289  Chi2/NDF = 1.005 |        Chi2 = 295.289  NDF = 289  Chi2/NDF = 1.022 | 
                                                   |                                                    |                                                    | 
