                          CLAM_maxDcaV0 = 0.400000 |                           CLAM_maxDcaV0 = 0.500000 |                           CLAM_maxDcaV0 = 0.600000 | 
                                                   |                                                    |                                                    | 
         Lambda: 1.098559 +- 0.200936 (5.462946%)  |          Lambda: 1.041654 +- 0.187649 (0.000000%)  |          Lambda: 1.043574 +- 0.187358 (0.184322%)  | 
         Radius: 3.178849 +- 0.276463 (3.525775%)  |          Radius: 3.070587 +- 0.272859 (0.000000%)  |         Radius: 3.067557 +- 0.273498 (-0.098678%)  | 
          Ref0: 0.467616 +- 0.130076 (17.148254%)  |            Ref0: 0.399166 +- 0.122799 (0.000000%)  |           Ref0: 0.395099 +- 0.125028 (-1.018874%)  | 
           Imf0: 0.505234 +- 0.104876 (8.906119%)  |            Imf0: 0.463917 +- 0.096233 (0.000000%)  |            Imf0: 0.480202 +- 0.099048 (3.510326%)  | 
          d0: -3.659513 +- 1.260848 (-11.272746%)  |            d0: -4.124452 +- 1.371638 (-0.000000%)  |            d0: -4.028940 +- 1.359511 (-2.315750%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.098559 +- 0.200936 (5.462946%)  |          Lambda: 1.041654 +- 0.187649 (0.000000%)  |          Lambda: 1.043574 +- 0.187358 (0.184322%)  | 
         Radius: 3.178849 +- 0.276463 (3.525775%)  |          Radius: 3.070587 +- 0.272859 (0.000000%)  |         Radius: 3.067557 +- 0.273498 (-0.098678%)  | 
          Ref0: 0.467616 +- 0.130076 (17.148254%)  |            Ref0: 0.399166 +- 0.122799 (0.000000%)  |           Ref0: 0.395099 +- 0.125028 (-1.018874%)  | 
           Imf0: 0.505234 +- 0.104876 (8.906119%)  |            Imf0: 0.463917 +- 0.096233 (0.000000%)  |            Imf0: 0.480202 +- 0.099048 (3.510326%)  | 
          d0: -3.659513 +- 1.260848 (-11.272746%)  |            d0: -4.124452 +- 1.371638 (-0.000000%)  |            d0: -4.028940 +- 1.359511 (-2.315750%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 685.636  NDF = 636  Chi2/NDF = 1.078 |        Chi2 = 701.925  NDF = 636  Chi2/NDF = 1.104 |        Chi2 = 707.319  NDF = 636  Chi2/NDF = 1.112 | 
                                                   |                                                    |                                                    | 
