                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                                                   |                                                    |                                                    | 
         Lambda: 0.797392 +- 0.514773 (0.185195%)  |          Lambda: 0.795918 +- 0.533991 (0.000000%)  |         Lambda: 0.748545 +- 0.504613 (-5.951995%)  | 
         Radius: 2.545991 +- 0.720951 (0.896140%)  |          Radius: 2.523378 +- 0.766233 (0.000000%)  |         Radius: 2.439822 +- 0.751023 (-3.311276%)  | 
           Ref0: 0.404299 +- 0.225792 (1.792899%)  |            Ref0: 0.397178 +- 0.231474 (0.000000%)  |           Ref0: 0.378083 +- 0.247436 (-4.807668%)  | 
           Imf0: 0.537454 +- 0.232036 (0.729815%)  |            Imf0: 0.533560 +- 0.212744 (0.000000%)  |           Imf0: 0.524586 +- 0.250060 (-1.681910%)  | 
           d0: -4.549238 +- 2.816989 (-1.573082%)  |            d0: -4.621945 +- 2.633763 (-0.000000%)  |             d0: -4.799751 +- 3.192279 (3.846995%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.710447 +- 0.328915 (1.051411%)  |          Lambda: 0.703055 +- 0.338500 (0.000000%)  |         Lambda: 0.681511 +- 0.330223 (-3.064341%)  | 
         Radius: 2.545991 +- 0.720951 (0.896140%)  |          Radius: 2.523378 +- 0.766233 (0.000000%)  |         Radius: 2.439822 +- 0.751023 (-3.311276%)  | 
           Ref0: 0.404299 +- 0.225792 (1.792899%)  |            Ref0: 0.397178 +- 0.231474 (0.000000%)  |           Ref0: 0.378083 +- 0.247436 (-4.807668%)  | 
           Imf0: 0.537454 +- 0.232036 (0.729815%)  |            Imf0: 0.533560 +- 0.212744 (0.000000%)  |           Imf0: 0.524586 +- 0.250060 (-1.681910%)  | 
           d0: -4.549238 +- 2.816989 (-1.573082%)  |            d0: -4.621945 +- 2.633763 (-0.000000%)  |             d0: -4.799751 +- 3.192279 (3.846995%)  | 
                                                   |                                                    |                                                    | 
