                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.015128 +- 0.298453 (2.315774%)  |          Lambda: 0.992152 +- 0.296051 (0.000000%)  |          Lambda: 0.995869 +- 0.305750 (0.374640%)  | 
         Radius: 3.623899 +- 0.529062 (2.125101%)  |          Radius: 3.548490 +- 0.523767 (0.000000%)  |         Radius: 3.540334 +- 0.547293 (-0.229844%)  | 
         Ref0: -1.532335 +- 0.338203 (-1.207812%)  |          Ref0: -1.551069 +- 0.405263 (-0.000000%)  |          Ref0: -1.533874 +- 0.426879 (-1.108590%)  | 
          Imf0: 0.714554 +- 0.368728 (-0.996884%)  |            Imf0: 0.721749 +- 0.413646 (0.000000%)  |            Imf0: 0.756001 +- 0.440538 (4.745694%)  | 
            d0: 1.435861 +- 0.838527 (20.097442%)  |              d0: 1.195580 +- 0.871561 (0.000000%)  |            d0: 1.072131 +- 0.927776 (-10.325449%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.949298 +- 0.279604 (2.245353%)  |          Lambda: 0.928451 +- 0.277778 (0.000000%)  |         Lambda: 0.924334 +- 0.283476 (-0.443427%)  | 
         Radius: 3.623899 +- 0.529062 (2.125101%)  |          Radius: 3.548490 +- 0.523767 (0.000000%)  |         Radius: 3.540334 +- 0.547293 (-0.229844%)  | 
         Ref0: -1.532335 +- 0.338203 (-1.207812%)  |          Ref0: -1.551069 +- 0.405263 (-0.000000%)  |          Ref0: -1.533874 +- 0.426879 (-1.108590%)  | 
          Imf0: 0.714554 +- 0.368728 (-0.996884%)  |            Imf0: 0.721749 +- 0.413646 (0.000000%)  |            Imf0: 0.756001 +- 0.440538 (4.745694%)  | 
            d0: 1.435861 +- 0.838527 (20.097442%)  |              d0: 1.195580 +- 0.871561 (0.000000%)  |            d0: 1.072131 +- 0.927776 (-10.325449%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 422.333  NDF = 336  Chi2/NDF = 1.257 |        Chi2 = 438.270  NDF = 336  Chi2/NDF = 1.304 |        Chi2 = 438.518  NDF = 336  Chi2/NDF = 1.305 | 
                                                   |                                                    |                                                    | 
