                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.007623 +- 0.301260 (2.350368%)  |          Lambda: 0.984484 +- 0.290818 (0.000000%)  |          Lambda: 0.986614 +- 0.301894 (0.216357%)  | 
         Radius: 3.601381 +- 0.525328 (2.092114%)  |          Radius: 3.527580 +- 0.520853 (0.000000%)  |         Radius: 3.518349 +- 0.539320 (-0.261681%)  | 
         Ref0: -1.511055 +- 0.350826 (-1.425334%)  |          Ref0: -1.532904 +- 0.387068 (-0.000000%)  |          Ref0: -1.519024 +- 0.419527 (-0.905471%)  | 
          Imf0: 0.708839 +- 0.370008 (-0.630140%)  |            Imf0: 0.713334 +- 0.401211 (0.000000%)  |            Imf0: 0.745116 +- 0.432600 (4.455416%)  | 
            d0: 1.416482 +- 0.810485 (19.379807%)  |              d0: 1.186534 +- 0.853346 (0.000000%)  |             d0: 1.070196 +- 0.897776 (-9.804860%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.955480 +- 0.285812 (2.301210%)  |          Lambda: 0.933987 +- 0.275731 (0.000000%)  |         Lambda: 0.928533 +- 0.283364 (-0.583948%)  | 
         Radius: 3.601381 +- 0.525328 (2.092114%)  |          Radius: 3.527580 +- 0.520853 (0.000000%)  |         Radius: 3.518349 +- 0.539320 (-0.261681%)  | 
         Ref0: -1.511055 +- 0.350826 (-1.425334%)  |          Ref0: -1.532904 +- 0.387068 (-0.000000%)  |          Ref0: -1.519024 +- 0.419527 (-0.905471%)  | 
          Imf0: 0.708839 +- 0.370008 (-0.630140%)  |            Imf0: 0.713334 +- 0.401211 (0.000000%)  |            Imf0: 0.745116 +- 0.432600 (4.455416%)  | 
            d0: 1.416482 +- 0.810485 (19.379807%)  |              d0: 1.186534 +- 0.853346 (0.000000%)  |             d0: 1.070196 +- 0.897776 (-9.804860%)  | 
                                                   |                                                    |                                                    | 
