                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.541581 +- 1.230453 (0.447510%)  |          Lambda: 1.534713 +- 1.269299 (0.000000%)  |          Lambda: 1.564951 +- 2.213046 (1.970271%)  | 
         Radius: 3.308957 +- 1.008900 (0.246241%)  |          Radius: 3.300829 +- 1.002213 (0.000000%)  |          Radius: 3.332678 +- 1.590053 (0.964879%)  | 
           Ref0: 0.476030 +- 0.238431 (0.851036%)  |            Ref0: 0.472013 +- 0.231557 (0.000000%)  |            Ref0: 0.475575 +- 0.256685 (0.754640%)  | 
           Imf0: 0.496988 +- 0.183116 (0.396140%)  |            Imf0: 0.495027 +- 0.205254 (0.000000%)  |           Imf0: 0.492963 +- 0.282777 (-0.416947%)  | 
           d0: -4.662907 +- 2.366026 (-0.682605%)  |            d0: -4.694955 +- 2.579044 (-0.000000%)  |             d0: -4.739772 +- 3.049037 (0.954578%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.010515 +- 0.496227 (0.817804%)  |          Lambda: 1.002318 +- 0.512627 (0.000000%)  |          Lambda: 1.012842 +- 0.863317 (1.049966%)  | 
         Radius: 3.308957 +- 1.008900 (0.246241%)  |          Radius: 3.300829 +- 1.002213 (0.000000%)  |          Radius: 3.332678 +- 1.590053 (0.964879%)  | 
           Ref0: 0.476030 +- 0.238431 (0.851036%)  |            Ref0: 0.472013 +- 0.231557 (0.000000%)  |            Ref0: 0.475575 +- 0.256685 (0.754640%)  | 
           Imf0: 0.496988 +- 0.183116 (0.396140%)  |            Imf0: 0.495027 +- 0.205254 (0.000000%)  |           Imf0: 0.492963 +- 0.282777 (-0.416947%)  | 
           d0: -4.662907 +- 2.366026 (-0.682605%)  |            d0: -4.694955 +- 2.579044 (-0.000000%)  |             d0: -4.739772 +- 3.049037 (0.954578%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 293.465  NDF = 288  Chi2/NDF = 1.019 |        Chi2 = 292.714  NDF = 288  Chi2/NDF = 1.016 |        Chi2 = 295.355  NDF = 288  Chi2/NDF = 1.026 | 
                                                   |                                                    |                                                    | 
