                          CLAM_maxDcaV0 = 0.400000 |                           CLAM_maxDcaV0 = 0.500000 |                           CLAM_maxDcaV0 = 0.600000 | 
         Lambda: 0.943526 +- 0.150622 (9.117256%)  |          Lambda: 0.864690 +- 0.147933 (0.000000%)  |          Lambda: 0.868751 +- 0.145975 (0.469648%)  | 
        Radius: 3.443445 +- 0.381181 (-0.623655%)  |          Radius: 3.465055 +- 0.386136 (0.000000%)  |          Radius: 3.480321 +- 0.381971 (0.440570%)  | 
         Ref0: -0.560920 +- 0.083372 (-4.252904%)  |          Ref0: -0.585835 +- 0.079185 (-0.000000%)  |           Ref0: -0.585868 +- 0.076782 (0.005633%)  | 
         Imf0: 0.362934 +- 0.138309 (-17.327107%)  |            Imf0: 0.439000 +- 0.152706 (0.000000%)  |            Imf0: 0.448006 +- 0.152047 (2.051481%)  | 
            d0: 0.654197 +- 0.633260 (18.382699%)  |              d0: 0.552612 +- 0.628453 (0.000000%)  |             d0: 0.667347 +- 0.518603 (20.762307%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.943526 +- 0.150622 (9.117256%)  |          Lambda: 0.864690 +- 0.147933 (0.000000%)  |          Lambda: 0.868751 +- 0.145975 (0.469648%)  | 
        Radius: 3.443445 +- 0.381181 (-0.623655%)  |          Radius: 3.465055 +- 0.386136 (0.000000%)  |          Radius: 3.480321 +- 0.381971 (0.440570%)  | 
         Ref0: -0.560920 +- 0.083372 (-4.252904%)  |          Ref0: -0.585835 +- 0.079185 (-0.000000%)  |           Ref0: -0.585868 +- 0.076782 (0.005633%)  | 
         Imf0: 0.362934 +- 0.138309 (-17.327107%)  |            Imf0: 0.439000 +- 0.152706 (0.000000%)  |            Imf0: 0.448006 +- 0.152047 (2.051481%)  | 
            d0: 0.654197 +- 0.633260 (18.382699%)  |              d0: 0.552612 +- 0.628453 (0.000000%)  |             d0: 0.667347 +- 0.518603 (20.762307%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
      Chi2 = 1050.271  NDF = 981  Chi2/NDF = 1.071 |       Chi2 = 1067.947  NDF = 981  Chi2/NDF = 1.089 |       Chi2 = 1071.926  NDF = 981  Chi2/NDF = 1.093 | 
                                                   |                                                    |                                                    | 
