                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.395394 +- 0.343159 (4.798018%)  |          Lambda: 1.331508 +- 0.332629 (0.000000%)  |         Lambda: 1.308691 +- 0.335635 (-1.713621%)  | 
        Radius: 3.131814 +- 0.402590 (-0.067902%)  |          Radius: 3.133942 +- 0.406512 (0.000000%)  |          Radius: 3.142301 +- 0.423020 (0.266725%)  | 
         Ref0: -0.863640 +- 0.120963 (-9.385548%)  |          Ref0: -0.953093 +- 0.136476 (-0.000000%)  |           Ref0: -0.987683 +- 0.137073 (3.629237%)  | 
          Imf0: 0.518651 +- 0.237662 (-4.295397%)  |            Imf0: 0.541929 +- 0.263755 (0.000000%)  |            Imf0: 0.561842 +- 0.288557 (3.674467%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.299732 +- 0.320893 (5.015356%)  |          Lambda: 1.237659 +- 0.309874 (0.000000%)  |         Lambda: 1.206799 +- 0.309296 (-2.493417%)  | 
        Radius: 3.131814 +- 0.402590 (-0.067902%)  |          Radius: 3.133942 +- 0.406512 (0.000000%)  |          Radius: 3.142301 +- 0.423020 (0.266725%)  | 
         Ref0: -0.863640 +- 0.120963 (-9.385548%)  |          Ref0: -0.953093 +- 0.136476 (-0.000000%)  |           Ref0: -0.987683 +- 0.137073 (3.629237%)  | 
          Imf0: 0.518651 +- 0.237662 (-4.295397%)  |            Imf0: 0.541929 +- 0.263755 (0.000000%)  |            Imf0: 0.561842 +- 0.288557 (3.674467%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 430.233  NDF = 337  Chi2/NDF = 1.277 |        Chi2 = 445.641  NDF = 337  Chi2/NDF = 1.322 |        Chi2 = 445.373  NDF = 337  Chi2/NDF = 1.322 | 
                                                   |                                                    |                                                    | 
