                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.069444 +- 0.198043 (1.815738%)  |          Lambda: 1.050372 +- 0.192938 (0.000000%)  |         Lambda: 1.028955 +- 0.192834 (-2.038992%)  | 
         Radius: 3.064017 +- 0.277338 (0.503730%)  |          Radius: 3.048660 +- 0.274923 (0.000000%)  |         Radius: 3.019121 +- 0.278486 (-0.968917%)  | 
           Ref0: 0.376243 +- 0.112656 (0.920032%)  |            Ref0: 0.372813 +- 0.115101 (0.000000%)  |           Ref0: 0.370037 +- 0.118427 (-0.744609%)  | 
          Imf0: 0.419378 +- 0.092030 (-0.973084%)  |            Imf0: 0.423499 +- 0.091323 (0.000000%)  |            Imf0: 0.423679 +- 0.094478 (0.042503%)  | 
            d0: -4.447548 +- 1.454442 (0.229460%)  |            d0: -4.437366 +- 1.442177 (-0.000000%)  |             d0: -4.479302 +- 1.495714 (0.945065%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.069444 +- 0.198043 (1.815738%)  |          Lambda: 1.050372 +- 0.192938 (0.000000%)  |         Lambda: 1.028955 +- 0.192834 (-2.038992%)  | 
         Radius: 3.064017 +- 0.277338 (0.503730%)  |          Radius: 3.048660 +- 0.274923 (0.000000%)  |         Radius: 3.019121 +- 0.278486 (-0.968917%)  | 
           Ref0: 0.376243 +- 0.112656 (0.920032%)  |            Ref0: 0.372813 +- 0.115101 (0.000000%)  |           Ref0: 0.370037 +- 0.118427 (-0.744609%)  | 
          Imf0: 0.419378 +- 0.092030 (-0.973084%)  |            Imf0: 0.423499 +- 0.091323 (0.000000%)  |            Imf0: 0.423679 +- 0.094478 (0.042503%)  | 
            d0: -4.447548 +- 1.454442 (0.229460%)  |            d0: -4.437366 +- 1.442177 (-0.000000%)  |             d0: -4.479302 +- 1.495714 (0.945065%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 707.688  NDF = 636  Chi2/NDF = 1.113 |        Chi2 = 714.513  NDF = 636  Chi2/NDF = 1.123 |        Chi2 = 721.240  NDF = 636  Chi2/NDF = 1.134 | 
                                                   |                                                    |                                                    | 
