                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.091833 +- 1.205047 (0.279208%)  |          Lambda: 1.088793 +- 1.056970 (0.000000%)  |          Lambda: 1.090605 +- 1.086294 (0.166423%)  | 
         Radius: 2.158370 +- 0.594343 (0.239130%)  |          Radius: 2.153221 +- 0.592470 (0.000000%)  |          Radius: 2.156855 +- 0.617845 (0.168770%)  | 
           Ref0: 0.169309 +- 0.135931 (1.512717%)  |            Ref0: 0.166786 +- 0.128536 (0.000000%)  |            Ref0: 0.167746 +- 0.129539 (0.575588%)  | 
           Imf0: 0.347409 +- 0.248516 (0.553406%)  |            Imf0: 0.345497 +- 0.205602 (0.000000%)  |           Imf0: 0.344731 +- 0.202577 (-0.221710%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.834883 +- 0.609581 (0.675646%)  |          Lambda: 0.829280 +- 0.528735 (0.000000%)  |          Lambda: 0.831727 +- 0.539067 (0.295075%)  | 
         Radius: 2.158370 +- 0.594343 (0.239130%)  |          Radius: 2.153221 +- 0.592470 (0.000000%)  |          Radius: 2.156855 +- 0.617845 (0.168770%)  | 
           Ref0: 0.169309 +- 0.135931 (1.512717%)  |            Ref0: 0.166786 +- 0.128536 (0.000000%)  |            Ref0: 0.167746 +- 0.129539 (0.575588%)  | 
           Imf0: 0.347409 +- 0.248516 (0.553406%)  |            Imf0: 0.345497 +- 0.205602 (0.000000%)  |           Imf0: 0.344731 +- 0.202577 (-0.221710%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 297.973  NDF = 289  Chi2/NDF = 1.031 |        Chi2 = 297.119  NDF = 289  Chi2/NDF = 1.028 |        Chi2 = 299.577  NDF = 289  Chi2/NDF = 1.037 | 
                                                   |                                                    |                                                    | 
