                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
                                                   |                                                    |                                                    | 
         Lambda: 1.030761 +- 0.231375 (3.435538%)  |          Lambda: 0.996525 +- 0.227724 (0.000000%)  |         Lambda: 0.990047 +- 0.187783 (-0.650059%)  | 
         Radius: 3.525552 +- 0.465050 (0.657756%)  |          Radius: 3.502514 +- 0.450309 (0.000000%)  |         Radius: 3.442291 +- 0.440112 (-1.719422%)  | 
          Ref0: 0.186585 +- 0.133298 (-2.614891%)  |            Ref0: 0.191595 +- 0.128923 (0.000000%)  |           Ref0: 0.180603 +- 0.102933 (-5.737102%)  | 
          Imf0: 0.274796 +- 0.127435 (-3.161738%)  |            Imf0: 0.283768 +- 0.123784 (0.000000%)  |           Imf0: 0.271862 +- 0.087989 (-4.195681%)  | 
            d0: -7.424563 +- 4.901147 (3.119661%)  |            d0: -7.199949 +- 4.533142 (-0.000000%)  |             d0: -7.769975 +- 3.558617 (7.917084%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.030761 +- 0.231375 (3.435538%)  |          Lambda: 0.996525 +- 0.227724 (0.000000%)  |         Lambda: 0.990047 +- 0.187783 (-0.650059%)  | 
         Radius: 3.525552 +- 0.465050 (0.657756%)  |          Radius: 3.502514 +- 0.450309 (0.000000%)  |         Radius: 3.442291 +- 0.440112 (-1.719422%)  | 
          Ref0: 0.186585 +- 0.133298 (-2.614891%)  |            Ref0: 0.191595 +- 0.128923 (0.000000%)  |           Ref0: 0.180603 +- 0.102933 (-5.737102%)  | 
          Imf0: 0.274796 +- 0.127435 (-3.161738%)  |            Imf0: 0.283768 +- 0.123784 (0.000000%)  |           Imf0: 0.271862 +- 0.087989 (-4.195681%)  | 
            d0: -7.424563 +- 4.901147 (3.119661%)  |            d0: -7.199949 +- 4.533142 (-0.000000%)  |             d0: -7.769975 +- 3.558617 (7.917084%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
      Chi2 = 1074.056  NDF = 981  Chi2/NDF = 1.095 |       Chi2 = 1080.727  NDF = 981  Chi2/NDF = 1.102 |       Chi2 = 1087.551  NDF = 981  Chi2/NDF = 1.109 | 
                                                   |                                                    |                                                    | 
