                  ALLTRACKS_maxImpactXY = 1.920000 |                   ALLTRACKS_maxImpactXY = 2.400000 |                   ALLTRACKS_maxImpactXY = 2.880000 | 
        Lambda: 1.038810 +- 0.298328 (-0.608894%)  |          Lambda: 1.045174 +- 0.293253 (0.000000%)  |          Lambda: 1.057783 +- 0.297806 (1.206402%)  | 
        Radius: 3.381683 +- 0.487495 (-1.330356%)  |          Radius: 3.427278 +- 0.480442 (0.000000%)  |          Radius: 3.448116 +- 0.491060 (0.608004%)  | 
         Ref0: -1.513754 +- 0.372612 (-0.043647%)  |          Ref0: -1.514415 +- 0.356065 (-0.000000%)  |           Ref0: -1.539232 +- 0.380077 (1.638719%)  | 
          Imf0: 0.635904 +- 0.397288 (-4.683647%)  |            Imf0: 0.667151 +- 0.385709 (0.000000%)  |            Imf0: 0.683951 +- 0.384752 (2.518171%)  | 
             d0: 1.062912 +- 0.747356 (0.771253%)  |              d0: 1.054777 +- 0.737641 (0.000000%)  |              d0: 1.076370 +- 0.803321 (2.047163%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
        Lambda: 0.966447 +- 0.280412 (-2.493144%)  |          Lambda: 0.991158 +- 0.281050 (0.000000%)  |         Lambda: 0.981145 +- 0.280035 (-1.010232%)  | 
        Radius: 3.381683 +- 0.487495 (-1.330356%)  |          Radius: 3.427278 +- 0.480442 (0.000000%)  |          Radius: 3.448116 +- 0.491060 (0.608004%)  | 
         Ref0: -1.513754 +- 0.372612 (-0.043647%)  |          Ref0: -1.514415 +- 0.356065 (-0.000000%)  |           Ref0: -1.539232 +- 0.380077 (1.638719%)  | 
          Imf0: 0.635904 +- 0.397288 (-4.683647%)  |            Imf0: 0.667151 +- 0.385709 (0.000000%)  |            Imf0: 0.683951 +- 0.384752 (2.518171%)  | 
             d0: 1.062912 +- 0.747356 (0.771253%)  |              d0: 1.054777 +- 0.737641 (0.000000%)  |              d0: 1.076370 +- 0.803321 (2.047163%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 441.853  NDF = 336  Chi2/NDF = 1.315 |        Chi2 = 435.492  NDF = 336  Chi2/NDF = 1.296 |        Chi2 = 432.757  NDF = 336  Chi2/NDF = 1.288 | 
                                                   |                                                    |                                                    | 
