                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.736314 +- 1.250561 (0.081792%)  |          Lambda: 1.734895 +- 1.335733 (0.000000%)  |          Lambda: 1.767408 +- 1.326005 (1.874062%)  | 
         Radius: 3.289678 +- 0.890874 (0.106080%)  |          Radius: 3.286192 +- 0.917278 (0.000000%)  |          Radius: 3.315740 +- 0.919518 (0.899156%)  | 
           Ref0: 0.493193 +- 0.242829 (0.661493%)  |            Ref0: 0.489952 +- 0.236790 (0.000000%)  |            Ref0: 0.493737 +- 0.245759 (0.772525%)  | 
           Imf0: 0.505738 +- 0.181276 (0.432720%)  |            Imf0: 0.503559 +- 0.193002 (0.000000%)  |           Imf0: 0.501885 +- 0.187023 (-0.332434%)  | 
           d0: -4.567460 +- 2.334043 (-0.692387%)  |            d0: -4.599305 +- 2.399848 (-0.000000%)  |             d0: -4.637651 +- 2.417558 (0.833735%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.086935 +- 0.464408 (0.619490%)  |          Lambda: 1.080243 +- 0.493755 (0.000000%)  |          Lambda: 1.090269 +- 0.480206 (0.928125%)  | 
         Radius: 3.289678 +- 0.890874 (0.106080%)  |          Radius: 3.286192 +- 0.917278 (0.000000%)  |          Radius: 3.315740 +- 0.919518 (0.899156%)  | 
           Ref0: 0.493193 +- 0.242829 (0.661493%)  |            Ref0: 0.489952 +- 0.236790 (0.000000%)  |            Ref0: 0.493737 +- 0.245759 (0.772525%)  | 
           Imf0: 0.505738 +- 0.181276 (0.432720%)  |            Imf0: 0.503559 +- 0.193002 (0.000000%)  |           Imf0: 0.501885 +- 0.187023 (-0.332434%)  | 
           d0: -4.567460 +- 2.334043 (-0.692387%)  |            d0: -4.599305 +- 2.399848 (-0.000000%)  |             d0: -4.637651 +- 2.417558 (0.833735%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 293.788  NDF = 288  Chi2/NDF = 1.020 |        Chi2 = 293.014  NDF = 288  Chi2/NDF = 1.017 |        Chi2 = 295.627  NDF = 288  Chi2/NDF = 1.026 | 
                                                   |                                                    |                                                    | 
