                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.503164 +- 1.203644 (0.670798%)  |          Lambda: 1.493148 +- 1.304390 (0.000000%)  |          Lambda: 1.522585 +- 1.251803 (1.971472%)  | 
         Radius: 3.313298 +- 1.001056 (0.327511%)  |          Radius: 3.302482 +- 1.070484 (0.000000%)  |          Radius: 3.334327 +- 1.032124 (0.964275%)  | 
           Ref0: 0.474819 +- 0.239010 (0.957012%)  |            Ref0: 0.470318 +- 0.239789 (0.000000%)  |            Ref0: 0.473919 +- 0.243887 (0.765652%)  | 
           Imf0: 0.493009 +- 0.191584 (0.361744%)  |            Imf0: 0.491232 +- 0.197410 (0.000000%)  |           Imf0: 0.489097 +- 0.192222 (-0.434622%)  | 
           d0: -4.684072 +- 2.493132 (-0.705375%)  |            d0: -4.717347 +- 2.518827 (-0.000000%)  |             d0: -4.762637 +- 2.549793 (0.960074%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.028590 +- 0.502397 (0.941614%)  |          Lambda: 1.018995 +- 0.542680 (0.000000%)  |          Lambda: 1.029873 +- 0.511317 (1.067522%)  | 
         Radius: 3.313298 +- 1.001056 (0.327511%)  |          Radius: 3.302482 +- 1.070484 (0.000000%)  |          Radius: 3.334327 +- 1.032124 (0.964275%)  | 
           Ref0: 0.474819 +- 0.239010 (0.957012%)  |            Ref0: 0.470318 +- 0.239789 (0.000000%)  |            Ref0: 0.473919 +- 0.243887 (0.765652%)  | 
           Imf0: 0.493009 +- 0.191584 (0.361744%)  |            Imf0: 0.491232 +- 0.197410 (0.000000%)  |           Imf0: 0.489097 +- 0.192222 (-0.434622%)  | 
           d0: -4.684072 +- 2.493132 (-0.705375%)  |            d0: -4.717347 +- 2.518827 (-0.000000%)  |             d0: -4.762637 +- 2.549793 (0.960074%)  | 
                                                   |                                                    |                                                    | 
