                      minAvgSepTrackPos = 7.500000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 8.500000 | 
         Lambda: 1.037077 +- 0.329066 (1.550165%)  |          Lambda: 1.021246 +- 0.325285 (0.000000%)  |         Lambda: 1.020135 +- 0.339834 (-0.108789%)  | 
         Radius: 3.577052 +- 0.568605 (1.341387%)  |          Radius: 3.529705 +- 0.561889 (0.000000%)  |         Radius: 3.526272 +- 0.581037 (-0.097260%)  | 
          Ref0: -1.507363 +- 0.423286 (0.055359%)  |          Ref0: -1.506529 +- 0.434936 (-0.000000%)  |          Ref0: -1.492939 +- 0.480691 (-0.902074%)  | 
           Imf0: 0.683203 +- 0.444190 (2.382879%)  |            Imf0: 0.667302 +- 0.458129 (0.000000%)  |            Imf0: 0.696413 +- 0.472129 (4.362493%)  | 
             d0: 1.178893 +- 0.918269 (9.739292%)  |              d0: 1.074267 +- 0.894941 (0.000000%)  |             d0: 1.009450 +- 0.974979 (-6.033602%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.967934 +- 0.310498 (1.238478%)  |          Lambda: 0.956093 +- 0.307382 (0.000000%)  |         Lambda: 0.945392 +- 0.317649 (-1.119243%)  | 
         Radius: 3.577052 +- 0.568605 (1.341387%)  |          Radius: 3.529705 +- 0.561889 (0.000000%)  |         Radius: 3.526272 +- 0.581037 (-0.097260%)  | 
          Ref0: -1.507363 +- 0.423286 (0.055359%)  |          Ref0: -1.506529 +- 0.434936 (-0.000000%)  |          Ref0: -1.492939 +- 0.480691 (-0.902074%)  | 
           Imf0: 0.683203 +- 0.444190 (2.382879%)  |            Imf0: 0.667302 +- 0.458129 (0.000000%)  |            Imf0: 0.696413 +- 0.472129 (4.362493%)  | 
             d0: 1.178893 +- 0.918269 (9.739292%)  |              d0: 1.074267 +- 0.894941 (0.000000%)  |             d0: 1.009450 +- 0.974979 (-6.033602%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 399.213  NDF = 336  Chi2/NDF = 1.188 |        Chi2 = 405.999  NDF = 336  Chi2/NDF = 1.208 |        Chi2 = 408.413  NDF = 336  Chi2/NDF = 1.216 | 
                                                   |                                                    |                                                    | 
