                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 0.723633 +- 0.195688 (3.702509%)  |          Lambda: 0.697797 +- 0.188929 (0.000000%)  |         Lambda: 0.669005 +- 0.169578 (-4.126128%)  | 
         Radius: 3.477428 +- 0.471631 (1.307247%)  |          Radius: 3.432556 +- 0.464876 (0.000000%)  |         Radius: 3.369107 +- 0.433046 (-1.848448%)  | 
         Ref0: -0.608441 +- 0.136281 (-6.581679%)  |          Ref0: -0.651308 +- 0.143343 (-0.000000%)  |           Ref0: -0.669787 +- 0.128288 (2.837214%)  | 
           Imf0: 0.564741 +- 0.146593 (1.397048%)  |            Imf0: 0.556960 +- 0.153187 (0.000000%)  |           Imf0: 0.545766 +- 0.143937 (-2.009839%)  | 
            d0: 0.846028 +- 0.478480 (17.561853%)  |              d0: 0.719645 +- 0.525742 (0.000000%)  |            d0: 0.645663 +- 0.555893 (-10.280347%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.723633 +- 0.195688 (3.702509%)  |          Lambda: 0.697797 +- 0.188929 (0.000000%)  |         Lambda: 0.669005 +- 0.169578 (-4.126128%)  | 
         Radius: 3.477428 +- 0.471631 (1.307247%)  |          Radius: 3.432556 +- 0.464876 (0.000000%)  |         Radius: 3.369107 +- 0.433046 (-1.848448%)  | 
         Ref0: -0.608441 +- 0.136281 (-6.581679%)  |          Ref0: -0.651308 +- 0.143343 (-0.000000%)  |           Ref0: -0.669787 +- 0.128288 (2.837214%)  | 
           Imf0: 0.564741 +- 0.146593 (1.397048%)  |            Imf0: 0.556960 +- 0.153187 (0.000000%)  |           Imf0: 0.545766 +- 0.143937 (-2.009839%)  | 
            d0: 0.846028 +- 0.478480 (17.561853%)  |              d0: 0.719645 +- 0.525742 (0.000000%)  |            d0: 0.645663 +- 0.555893 (-10.280347%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 701.369  NDF = 636  Chi2/NDF = 1.103 |        Chi2 = 707.804  NDF = 636  Chi2/NDF = 1.113 |        Chi2 = 715.071  NDF = 636  Chi2/NDF = 1.124 | 
                                                   |                                                    |                                                    | 
