                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
         Lambda: 1.270166 +- 0.328176 (5.819036%)  |          Lambda: 1.200319 +- 0.314276 (0.000000%)  |         Lambda: 1.177107 +- 0.317447 (-1.933819%)  | 
         Radius: 3.266293 +- 0.439178 (0.227102%)  |          Radius: 3.258892 +- 0.453864 (0.000000%)  |          Radius: 3.273760 +- 0.463956 (0.456229%)  | 
         Ref0: -0.785343 +- 0.120473 (-9.669119%)  |          Ref0: -0.869407 +- 0.130382 (-0.000000%)  |           Ref0: -0.900449 +- 0.134219 (3.570480%)  | 
          Imf0: 0.501543 +- 0.223685 (-4.413015%)  |            Imf0: 0.524698 +- 0.266896 (0.000000%)  |            Imf0: 0.551946 +- 0.275728 (5.193082%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchM |                            AnalysisType = ALamKchM |                            AnalysisType = ALamKchM | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 1.179606 +- 0.306915 (5.966848%)  |          Lambda: 1.113184 +- 0.293056 (0.000000%)  |         Lambda: 1.083308 +- 0.293019 (-2.683833%)  | 
         Radius: 3.266293 +- 0.439178 (0.227102%)  |          Radius: 3.258892 +- 0.453864 (0.000000%)  |          Radius: 3.273760 +- 0.463956 (0.456229%)  | 
         Ref0: -0.785343 +- 0.120473 (-9.669119%)  |          Ref0: -0.869407 +- 0.130382 (-0.000000%)  |           Ref0: -0.900449 +- 0.134219 (3.570480%)  | 
          Imf0: 0.501543 +- 0.223685 (-4.413015%)  |            Imf0: 0.524698 +- 0.266896 (0.000000%)  |            Imf0: 0.551946 +- 0.275728 (5.193082%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ****************************** |                     ****************************** |                     ****************************** | 
       Chi2 = 428.103  NDF = 337  Chi2/NDF = 1.270 |        Chi2 = 443.581  NDF = 337  Chi2/NDF = 1.316 |        Chi2 = 443.542  NDF = 337  Chi2/NDF = 1.316 | 
                                                   |                                                    |                                                    | 
