                      minAvgSepTrackPos = 7.000000 |                       minAvgSepTrackPos = 8.000000 |                       minAvgSepTrackPos = 9.000000 | 
        Lambda: 0.823063 +- 0.604133 (-0.405366%)  |          Lambda: 0.826413 +- 0.610946 (0.000000%)  |         Lambda: 0.786481 +- 0.669045 (-4.831967%)  | 
         Radius: 1.987881 +- 0.428303 (0.230018%)  |          Radius: 1.983319 +- 0.421634 (0.000000%)  |         Radius: 1.948362 +- 0.419404 (-1.762551%)  | 
           Ref0: 0.188589 +- 0.121476 (0.338382%)  |            Ref0: 0.187953 +- 0.130265 (0.000000%)  |           Ref0: 0.186454 +- 0.128965 (-0.797540%)  | 
          Imf0: 0.390437 +- 0.196496 (-0.117167%)  |            Imf0: 0.390895 +- 0.212979 (0.000000%)  |            Imf0: 0.393425 +- 0.247477 (0.647233%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
                    ______________________________ |                     ______________________________ |                     ______________________________ | 
                           AnalysisType = ALamKchP |                            AnalysisType = ALamKchP |                            AnalysisType = ALamKchP | 
                           CentralityType = 30-50% |                            CentralityType = 30-50% |                            CentralityType = 30-50% | 
                                                   |                                                    |                                                    | 
         Lambda: 0.705880 +- 0.375312 (0.603582%)  |          Lambda: 0.701645 +- 0.378975 (0.000000%)  |         Lambda: 0.687106 +- 0.430993 (-2.072130%)  | 
         Radius: 1.987881 +- 0.428303 (0.230018%)  |          Radius: 1.983319 +- 0.421634 (0.000000%)  |         Radius: 1.948362 +- 0.419404 (-1.762551%)  | 
           Ref0: 0.188589 +- 0.121476 (0.338382%)  |            Ref0: 0.187953 +- 0.130265 (0.000000%)  |           Ref0: 0.186454 +- 0.128965 (-0.797540%)  | 
          Imf0: 0.390437 +- 0.196496 (-0.117167%)  |            Imf0: 0.390895 +- 0.212979 (0.000000%)  |            Imf0: 0.393425 +- 0.247477 (0.647233%)  | 
                 d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  |                  d0: 0.000000 +- 0.000000 (-nan%)  | 
                                                   |                                                    |                                                    | 
